Bien
id;No voie;Type de voie;Voie;Surface Carrez du 1er lot;Type local;Surface reelle bati;Nombre pieces principales
;24;RUE;DU HUIT MAI 1945;76,9;Appartement;89;3
;5;ALL;SULLY;57,76;Appartement;58;3
;1;RUE;EDOUARD VAILLANT;17,66;Appartement;17;1
;47;RUE;DESIRE CLAUDE;18,4;Appartement;19;1
;3;RUE;SAINT PIERRE;33,39;Appartement;33;1
;2;RUE;JACQUARD;146;Appartement;97;4
;8;RUE;JEAN BAPTISTE REYMOND;62;Appartement;70;3
;13;RUE;PERRET;44,76;Appartement;55;3
;38;RUE;CAMELINAT;62,71;Appartement;62;3
;12;RUE;BROSSARD;82,67;Appartement;75;3
;14;BD;DE LA PALLE;38,2;Appartement;38;1
;32;RUE;DE LA REPUBLIQUE;133,68;Appartement;120;4
;5;RUE;BERTHON;18,56;Appartement;35;1
;8;RUE;VISITATION;57,46;Appartement;62;3
;177;RUE;BERGSON;52,72;Appartement;54;3
;4;RUE;GUY COLOMBET;42,72;Appartement;40;2
;3;RUE;PRAIRE;130,51;Appartement;120;6
;50;RUE;VICTOR HUGO;92;Appartement;92;4
;36;RUE;ELISEE RECLUS;26,18;Appartement;25;1
;19;RUE;ANTOINE BONHOMME;85,68;Appartement;81;4
;4;RUE;DE L ALMA;169,1;Appartement;175;6
;26;RUE;DESIRE CLAUDE;119,23;Appartement;125;5
;27;RUE;DE MONTAUD;19,28;Appartement;20;1
;1;RUE;LISFRANC;39,47;Appartement;39;2
;13;RUE;CLOVIS HUGUES;38,13;Appartement;33;1
;35;RUE;DES DOCTEURS CHARCOT;89,58;Appartement;86;4
;18;RUE;REMBRANDT;75,09;Appartement;71;4
;98;CRS;FAURIEL;67,03;Appartement;67;4
;28;RUE;GRAND GONNET;119,1;Appartement;102;4
;17;RUE;CAMELINAT;29,57;Appartement;30;1
;12;RUE;EDMOND CHARPENTIER;68,45;Appartement;68;3
;8;RUE;DES EGLANTINES;66,5;Appartement;64;3
;5;RUE;DE LA RESISTANCE;106,8;Appartement;105;3
;19;RUE;FRANKLIN;29,15;Appartement;29;1
;4;RUE;DU DOCTEUR CALMETTE;75,45;Appartement;79;4
;128;RUE;BERGSON;67,6;Appartement;66;3
;18;BD;KARL MARX;61,86;Appartement;62;3
;33;RUE;DE TERRENOIRE;25,43;Appartement;25;1
;1;BD;ALEXANDRE DE FRAISSINETTE;31,61;Appartement;31;1
;9;ALL;DES NOISETIERS;88,98;Maison;74;4
;7;RUE;DESFLACHES;37,5;Appartement;37;1
;7;RUE;DES TEINTURIERS;62;Appartement;57;2
;22;RUE;CHARLES DE GAULLE;118,72;Appartement;118;3
;18;RUE;THEOPHRASTE RENAUDOT;69,13;Appartement;60;3
;13;RUE;DE L APPRENTISSAGE;47,81;Appartement;50;2
;25;ALL;HONORE DAUMIER;71,57;Appartement;67;3
;155;RUE;ANTOINE DURAFOUR;69,46;Appartement;69;4
;82;RUE;DES DOCTEURS CHARCOT;20,32;Appartement;21;1
;17;RUE;GAMBETTA;65,84;Appartement;70;3
;15;RUE;RICHELANDIERE;66,58;Appartement;70;4
;37;RUE;DE LA REPUBLIQUE;45,82;Appartement;70;2
;21;RUE;DES PASSEMENTIERS;96,49;Appartement;90;3
;153;RUE;BERGSON;74,5;Appartement;73;5
;18;RUE;DES OVIDES;50,98;Appartement;53;3
;83;BD;VALBENOITE;17,55;Appartement;23;1
;8;PL;SAINT ROCH;81,1;Appartement;78;2
;33;RUE;MULATIERE;56,45;Appartement;62;3
;10;RUE;DE LA JOMAYERE;102,39;Appartement;99;5
;2;RUE;AUGUSTE KEUFER;89,8;Appartement;90;5
;6;RUE;LEON NAUTIN;51,59;Appartement;50;2
;104;CRS;FAURIEL;85,18;Appartement;65;3
;26;RUE;VISITATION;57,61;Appartement;27;1
;34;RUE;EMILE LITTRE;30,47;Appartement;32;1
;46;RUE;DES DOCTEURS CHARCOT;19,56;Appartement;19;1
;81;RUE;DE LA SABLIERE;112,85;Appartement;75;3
;12;RUE;BROSSARD;64,15;Appartement;64;2
;7;RUE;PAUL RONIN;58,67;Appartement;56;2
;22;RUE;DE CHAMPAGNE;85,63;Appartement;87;4
;18;RUE;EDMOND CHARPENTIER;65,67;Appartement;65;3
;56;RUE;HENRI DECHAUD;107,81;Appartement;109;5
;7;RUE;DE LA REPUBLIQUE;135,29;Appartement;137;6
;57;RUE;MONTAGNY;110,84;Appartement;111;4
;40;RUE;VAILLANT COUTURIER;68,03;Appartement;72;4
;45;AV;DE ROCHETAILLEE;55,62;Appartement;42;1
;11;RUE;RAOUL FOLLEREAU;48,19;Appartement;48;2
;107;RUE;BERGSON;45,38;Appartement;44;2
;11;RUE;AMPERE;64,42;Appartement;65;3
;16;RUE;BERNARD PALISSY;37,25;Appartement;37;1
;15;RUE;RAOUL FOLLEREAU;92,92;Appartement;90;5
;40;RUE;BADOUILLERE;18,62;Appartement;18;1
;56;RUE;ROBESPIERRE;52,47;Appartement;59;3
;40;RUE;DE LA SAINTE CHAPELLE;30,72;Appartement;31;1
;19;RUE;JEU DE L ARC;60,38;Appartement;61;3
;7;RUE;DE LA METARE;111,8;Appartement;105;6
;19;RUE;MICHELET;61,29;Appartement;62;3
;14;RUE;HENRI DECHAUD;68,19;Appartement;81;4
;7;PL;JEAN MOULIN;74,99;Appartement;78;3
;78;CRS;FAURIEL;90,39;Appartement;90;4
;19;RUE;NEYRON;52,32;Appartement;49;3
;8;RUE;CHOMIER;54,04;Appartement;55;2
;27;RUE;RICHELANDIERE;31,98;Appartement;30;1
;66;RUE;BERGSON;68,22;Appartement;67;3
;5;RUE;FAURE BELON;183,3;Appartement;68;3
;40;RUE;VIRGILE;55,5;Appartement;28;1
;74;RUE;SAINT ENNEMOND;57,96;Appartement;48;3
;10;RUE;CENTRALE;45,93;Appartement;54;3
;410;CHE;DE LA GALOCHE;116,63;Appartement;115;4
;2;RUE;GAMBETTA;157,28;Appartement;153;5
;4;RUE;PAUL LANGEVIN;89,4;Appartement;94;3
;89;RUE;GAMBETTA;15,44;Appartement;17;1
;15;RUE;DE L EGOTAY;85,16;Appartement;64;3
;26;RUE;DU PILAT;98,3;Appartement;80;4
;20;RUE;FRANCOIS GILLET;84,29;Appartement;85;4
;1;RUE;BENOIT ORIOL;44,62;Appartement;44;2
;32;RTE;DU COIN;51,14;Appartement;59;3
;11;PL;JEAN BAPTISTE CORNET;73;Appartement;73;3
;23;RUE;GAL DE GAULLE;40,21;Appartement;41;2
;8;RUE;DE LA BROSSE;59,93;Appartement;59;2
;9001;;PIZAY;101,36;Maison;99;4
;33;RUE;TREMOLLET;81,51;Appartement;82;3
;3;RUE;JEAN GUITTON;84,29;Appartement;89;4
;12;AV;PIERRE MENDES FRANCE;71,11;Appartement;71;3
;4;PL;DES REMPARTS;97,04;Appartement;110;1
;1;PL;DU VERNE;89,72;Maison;90;4
;576;RTE;DE LA VALENCIERE;91,42;Maison;92;4
;4;CHE;DU VIEUX CHATEAU;59,37;Appartement;99;2
;2;CHE;DE SOUS MARQUANT;84,87;Appartement;88;4
;1;RTE;DU COIN;35,95;Appartement;36;1
;5;VOIE;DU TROISIEME MILLENAIRE;45,9;Appartement;45;2
;1;RUE;MICHELET;83,62;Appartement;82;4
;35;RUE;DES BLEUETS;81,2;Appartement;77;3
;11;RUE;JOSEPH SOUTEYRAT;54,6;Appartement;80;3
;13;RUE;GEORGES MELY;89,31;Maison;88;5
;23;RUE;DES ECOLES;73,83;Appartement;74;3
;24;RTE;DU COIN;103,18;Appartement;103;3
;17;RUE;SADI CARNOT;72,14;Appartement;75;3
;3;RUE;DE LA SAUZEAT;91,8;Appartement;91;4
;3;AV;SADI CARNOT;63,75;Appartement;65;2
;3;RUE;DE L ORPHELINAT;152,69;Appartement;155;4
;9002;RUE;JEAN CLAUDE DELAY;82,75;Appartement;83;4
;26;RUE;ALBERT CAMUS;122,68;Maison;94;5
;2;RUE;DU FAUBOURG DE COUZON;72,36;Appartement;71;3
;19;RUE;DU GARAT;51,15;Appartement;51;2
;5;RUE;DES MOLIERES;102;Appartement;104;4
;20;RUE;GAMBETTA;80,8;Appartement;85;3
;9001;RES;LE PLAT HAUT;91,88;Appartement;85;4
;34;BD;BLAISE PASCAL;75,87;Appartement;59;2
;33;PL;DE LA LIBERTE;74,98;Appartement;74;3
;18;RUE;DES REMPARTS;66,6;Appartement;61;3
;8;RUE;DU TREMOLIN;76,73;Appartement;75;2
;5;RUE;DE PIROCHE;48,26;Appartement;48;2
;253;RUE;DE LA CONDAMINE;55,6;Appartement;50;4
;4;RUE;BERTHELOT;83,85;Appartement;86;3
;51;RUE;SIBERT;10,3;Appartement;229;1
;7;RUE;FERDINAND BUISSON;68,02;Appartement;60;3
;9005;;LE FUMANT;53,21;Maison;53;3
;4;RUE;DU PRESBYTERE;59,91;Appartement;59;2
;2;RUE;MARTYRS RESISTANCE;95,12;Appartement;93;4
;20;RUE;DE LA LIBERATION;156,5;Appartement;97;3
;24;RUE;DU TREMOLIN;51,38;Appartement;49;2
;1;RUE;BIZET;65,2;Appartement;65;3
;1;RUE;BIZET;66,8;Appartement;67;3
;26;RUE;PAUL LANGEVIN;55,3;Appartement;55;3
;6;RUE;DE L ETERNITE;67,34;Appartement;67;3
;3;RUE;DES TROIS GLORIEUSES;25,1;Appartement;25;2
;13;RUE;DE L INDUSTRIE;89,68;Maison;89;4
;10;CRS;MARIN;78,47;Appartement;83;6
;2;RUE;PASTEUR;28,85;Appartement;30;1
;11;RUE;ARISTIDE BRIAND;35,6;Appartement;55;2
;1;RUE;MARTHOUREY;19,02;Appartement;19;1
;3;RUE;DU RIVAGE;71,3;Appartement;71;4
;13;PL;NOTRE DAME;122,23;Appartement;115;5
;17;RUE;DU MARCHE;44,78;Appartement;38;2
;39;RUE;MAURICE BONNEVIALLE;114,49;Appartement;125;5
;2;PL;LOUIS COMTE;72,31;Appartement;102;4
;10;AV;DE LA LIBERATION;87,22;Appartement;87;3
;46;RUE;DE LA LIBERATION;99,61;Appartement;98;4
;105;RUE;JEAN JAURES;48,08;Appartement;55;2
;2;RUE;BENOIT ORIOL;58,66;Appartement;70;2
;21;RUE;DE LA BROSSE;106,5;Appartement;102;5
;6;RUE;ANTOINE EYRAUD;61,8;Appartement;62;1
;12;RUE;JEAN BAPTISTE LULLY;76,12;Maison;77;4
;1;RUE;JOSEPH SOUTEYRAT;96,66;Appartement;99;4
;7;RUE;COURBON BRIOUDE;85,77;Appartement;85;4
;34;RUE;PROFESSEUR CALMETTE;76,97;Appartement;79;3
;38;RUE;DE LA VERDIERE;63,1;Appartement;62;3
;2;CHE;DES GREFFIERS;94,39;Maison;93;4
;33;RUE;DU TREYVE;90,2;Appartement;66;3
;16;PL;DU FOREZ;37,43;Appartement;37;1
;14;RUE;DE LA PAIX;55,75;Appartement;55;2
;2;RUE;JULES FERRIER;136,34;Appartement;148;4
;35;RUE;DE SAINT GALMIER;82,46;Appartement;80;5
;8;ALL;DES PRUNUS;94,69;Maison;95;6
;8;RUE;NOTRE DAME;28,36;Appartement;28;2
;9004;RUE;MOLIERE;70,05;Appartement;66;3
;11;RUE;DE LYON;66,81;Appartement;81;3
;58;RUE;DE LA REPUBLIQUE;78,15;Appartement;76;4
;9014;RUE;ARISTIDE BRIAND;50,33;Appartement;50;2
;37;RUE;DES VERNES;104,51;Maison;100;4
;46;RUE;DE LA REPUBLIQUE;52,25;Appartement;52;2
;630;RTE;DE SAINT ETIENNE;70,5;Appartement;70;1
;16;RUE;JEANNE D ARC;49,97;Appartement;50;2
;285;AV;DU PONT;45,8;Appartement;34;2
;1;MTE;FAROUJAT;66,36;Appartement;66;3
;122;RUE;DE LA FONFORT;56,8;Appartement;55;2
;1;RUE;EMILE REYMOND;107,85;Appartement;107;4
;36;RUE;DU HUIT MAI;39,3;Appartement;42;2
;38;RUE;DE LA VERDIERE;55,2;Appartement;54;3
;4;RUE;DU HUIT MAI;95;Appartement;45;2
;2;PL;JEAN MICHALON;62;Appartement;72;3
;27;RUE;CLAUDE PROTIERE;180;Maison;95;4
;12;RUE;DES JARDINS;91,48;Maison;96;4
;13;ALL;DE CHARLIEU;59,23;Appartement;59;2
;2;RUE;GREGOIRE GRANGE;69;Appartement;67;3
;1;RUE;DE MONTORCIER;60,15;Appartement;37;1
;9004;RUE;MOLIERE;47,04;Appartement;79;4
;26;CHE;DES BULIEUX;71;Appartement;67;3
;16;RUE;DE VERDUN;50,24;Appartement;46;1
;4;RUE;DES LEGOUVE;94,98;Appartement;45;1
;5068;;LE BOURG;62,27;Appartement;62;3
;9004;RUE;MOLIERE;52,47;Appartement;54;2
;9004;RUE;MOLIERE;64,66;Appartement;66;3
;4;CHE;DES CRAZATS;75,38;Appartement;90;4
;8;BD;DE LA MADELEINE;110,05;Appartement;109;4
;8;AV;DU ONZE NOVEMBRE;97,75;Maison;97;5
;18;RUE;DE L HOPITAL;65,46;Appartement;65;3
;11;;LA CITE SAINT-LAURENT;81,36;Appartement;81;3
;8;RUE;NOTRE DAME;24,49;Appartement;24;1
;5030;RUE;DES VERNES;90,5;Maison;90;4
;1;RUE;DES CARRIERES;107,82;Appartement;112;4
;7;RUE;DU PARC;72,75;Appartement;70;3
;9004;RUE;MOLIERE;79,56;Appartement;82;4
;18;BD;DE LA MADELEINE;84,78;Appartement;73;4
;2;RUE;JULES FERRIER;190;Appartement;176;5
;290;;LES TRAVERSES;36,1;Maison;41;2
;125;RTE;D'AZIEUX;51,04;Appartement;55;2
;15;RUE;VICTOR DE LAPRADE;65,71;Appartement;68;3
;48;CHE;DES VARENNES;97,52;Appartement;104;4
;9004;RUE;MOLIERE;77,81;Appartement;79;4
;46;BD;DE LA BOISSONNETTE;117,51;Maison;84;4
;12;BD;LACHEZE;88,18;Appartement;92;2
;2;RUE;PARADIS;97,78;Appartement;95;4
;34;PL;DES PROMENADES POPULLE;30,83;Appartement;30;1
;111;RUE;DES URSULINES;83,79;Appartement;74;4
;85;RUE;JOANNY AUGE;76,75;Appartement;77;3
;115;RUE;DU MOULIN A VENT PROLONGE;75,95;Appartement;70;4
;5220;PL;DU CENTRE;58,73;Maison;80;5
;12;RUE;BERCHOUX;41,31;Appartement;42;2
;91;BD;JEAN BAPTISTE CLEMENT;120,99;Appartement;121;6
;17;AV;GALLIENI;78;Appartement;78;4
;10;RUE;DES ECOLIERS;61,37;Appartement;59;2
;47;AV;DE BEAUSEJOUR;118,79;Maison;139;4
;99;RUE;SAINT ALBAN;87,46;Appartement;88;4
;27;RUE;ROGER CRIVELLI;49,39;Appartement;49;2
;85;ALL;DES SAPINS;42,37;Appartement;41;2
;16;RUE;DE L EGLISE;96,75;Appartement;95;3
;9001;;RES EDGAR QUINET;62,38;Appartement;62;4
;43;RUE;DU PRESIDENT WILSON;62,83;Appartement;63;4
;12;IMP;REYNAUD MATOUT;40,18;Appartement;40;2
;37;RUE;DES AQUEDUCS;25;Appartement;24;2
;10;PL;MARGUERITE GONON;102,42;Appartement;107;4
;56;RUE;JEAN JAURES;25,68;Appartement;25;1
;3;RUE;PASTEUR;94,92;Appartement;93;3
;22;RUE;PASTEUR;113,11;Appartement;108;4
;92;AV;DE PARIS;66,19;Appartement;70;3
;2;RUE;DENFERT ROCHEREAU;101,7;Appartement;106;4
;33;RUE;DU HUIT MAI;29,61;Appartement;30;1
;4;BD;DES ETINES;64,61;Appartement;63;3
;34;PL;DES PROMENADES POPULLE;52,45;Appartement;52;2
;1507;CHE;TREVE RAISIN;63,16;Appartement;64;2
;50;AV;DE LA LIBERATION;84;Appartement;67;2
;11;RUE;BROSSARD;29,69;Appartement;29;1
;25;QUAI;DE L ILE;56,95;Appartement;59;2
;2;RUE;GEORGES CLEMENCEAU;40,49;Appartement;40;2
;46;RUE;VICTOR HUGO;73,58;Appartement;71;3
;25;RUE;DORIAN;66,84;Appartement;70;3
;84;RUE;MARECHAL FOCH;62,5;Appartement;62;3
;28;BD;EDGAR QUINET;40,54;Appartement;41;2
;16;RUE;JEAN MERMOZ;50;Appartement;52;2
;30;RUE;CUVIER;62,98;Appartement;58;3
;33;RUE;DU HUIT MAI;35,13;Appartement;30;1
;135;AV;DE PARIS;63,23;Appartement;60;3
;14;PL;DES TUILIERS;78,58;Appartement;76;3
;24;AV;DE LA LIBERATION;44,73;Appartement;43;2
;25;RUE;DU MAYOLLET;55,77;Appartement;53;3
;1;IMP;RONSARD;90,59;Maison;58;4
;125;BD;BARON DU MARAIS;96,4;Appartement;98;4
;6;BD;DES ETINES;16;Appartement;18;1
;41;RUE;DU PRESIDENT WILSON;52,21;Appartement;53;3
;92;RUE;ALBERT THOMAS;57,22;Appartement;58;2
;56;AV;DE LA LIBERATION;38,93;Appartement;38;2
;16;RUE;ALSACE LORRAINE;173,34;Appartement;155;5
;405;RUE;MARGUERITE YOURCENAR;53,54;Appartement;53;3
;66;RUE;DU HUIT MAI 1945;80,42;Maison;55;3
;2;RUE;AUGUSTE GELIN;46,81;Appartement;45;3
;45;RUE;BRANLY;54,06;Appartement;54;2
;31;AV;PARMENTIER;37,03;Appartement;37;2
;53;RUE;MULSANT;86,91;Appartement;90;4
;9;ALL;DE BEAUSEJOUR;94;Maison;98;5
;50;RUE;BRISON;24,62;Appartement;26;1
;16;RUE;ALSACE LORRAINE;162,69;Appartement;157;4
;5;RUE;JOANNY AUGE;39,51;Appartement;43;3
;3;RUE;CHARLES DE GAULLE;40,71;Appartement;40;1
;4;RUE;ALSACE LORRAINE;217,02;Appartement;214;6
;10;RUE;DU MOULIN POPULLE;68;Appartement;70;4
;30;IMP;RASPAIL;92,72;Appartement;83;3
;4;RUE;PIERRE BROSSOLETTE;63,7;Appartement;70;3
;10;RUE;DES ECOLIERS;64,77;Appartement;62;3
;34;PL;DES PROMENADES POPULLE;136,22;Appartement;135;5
;25;QUAI;DE L ILE;56,32;Appartement;58;3
;58;RUE;JEAN JACQUES ROUSSEAU;62,92;Appartement;64;3
;2;RUE;CLAUDE BERNARD;33,33;Appartement;35;1
;57;RUE;CHARLES DE GAULLE;39,99;Appartement;38;2
;27;RUE;ROGER CRIVELLI;46,2;Appartement;46;2
;16;PL;DU MARCHE;51,02;Appartement;51;2
;8;RUE;NICOLAS CUGNOT;12,21;Appartement;12;1
;58;RUE;CHARLES DE GAULLE;122,63;Appartement;210;5
;27;PL;DE LA BOUVERIE;129,57;Maison;134;4
;91;ALL;DES ERABLES;128,21;Maison;120;5
;10;BD;BARON DU MARAIS;41,35;Appartement;40;1
;39;RUE;RABELAIS;59,83;Appartement;59;3
;1;RUE;JEAN MOULIN;89,46;Appartement;88;4
;12;RUE;JACQUARD;55,35;Appartement;55;2
;135;RUE;CHANTOISEAU;48,78;Appartement;50;2
;42;RUE;PIERRE DEPIERRE;108,33;Appartement;111;4
;33;RUE;DU HUIT MAI;29,99;Appartement;30;1
;15;BD;EDGAR QUINET;62,54;Appartement;66;4
;1;RUE;BAYARD;48,02;Appartement;49;2
;14;RUE;DE LA PROVIDENCE;58,12;Appartement;61;3
;1746;RUE;DE ST ROMAIN SABLES;83,3;Appartement;78;5
;54;BD;BARON DU MARAIS;53,03;Appartement;53;2
;92;RUE;ALBERT THOMAS;68,49;Appartement;68;4
;35;RUE;GONTHIER;53,14;Appartement;54;3
;9;RUE;DU MAYOLLET;59,84;Appartement;44;3
;115;RUE;DU MOULIN A VENT PROLONGE;69,5;Appartement;70;4
;33;RUE;ST GILLES;36,98;Appartement;50;2
;25;RTE;DU QUEYRAT;80,87;Maison;70;2
;3;RUE;JEAN BAPTISTE FABRE;68,96;Appartement;70;3
;92;AV;DE LA SEMENE;59,61;Appartement;65;3
;19;RUE;DU 14 JUILLET;53,39;Appartement;70;2
;21;RUE;DES MOULINS;46,95;Appartement;46;2
;92;AV;DE LA SEMENE;80,29;Appartement;95;5
;41;BD;CARNOT;84,81;Appartement;89;4
;3;BD;CARNOT;88,26;Appartement;90;3
;25;RTE;DU MAZET;68,5;Appartement;67;3
;25;RUE;DU ONZE NOVEMBRE;76,9;Appartement;84;3
;27;RTE;DU QUEYRAT;72;Maison;70;4
;32;AV;DE MONDON;129,51;Maison;129;6
;28;AV;MARECHAL FOCH;137,19;Appartement;57;3
;3;RUE;DU REPOS;90,28;Appartement;104;4
;5;AV;BAPTISTE MARCET;62,62;Appartement;67;3
;52;AV;CHARLES DUPUY;83,76;Appartement;83;3
;20;RUE;DE LA GAZELLE;59,84;Appartement;61;2
;13;RUE;JEAN BARTHELEMY;27,91;Appartement;28;1
;26;RUE;DE VIENNE;59,87;Appartement;88;5
;1;RUE;DU ROND POINT;128,94;Appartement;66;3
;57;AV;MARECHAL FOCH;60,79;Appartement;60;3
;5046;;LE BOURG;70,84;Appartement;35;3
;5087;RUE;DE COMBEVIGNOUSE;49,13;Appartement;48;4
;9096;RUE;DES ACACIAS;86,16;Maison;85;4
;3;RUE;FONTAINE DE GESTE;60,19;Appartement;62;3
;2;AV;DE FIRMINY;74,01;Appartement;83;4
;4;AV;PAUL BERARD;72,91;Appartement;71;3
;13;AV;DES BELGES;80,25;Appartement;82;3
;16;RUE;DE CRAPONNE;23;Appartement;15;1
;55;AV;MARECHAL FOCH;23,23;Appartement;24;1
;8;AV;PIERRE FARIGOULE;50,11;Appartement;50;1
;26;AV;GEORGES CLEMENCEAU;53,13;Appartement;52;2
;3;ESPA;CLAVIER;89,73;Appartement;90;4
;14;CHE;DU BOIS DU GENEST;47,79;Appartement;51;3
;18;RTE;DU MONTEIL;67,07;Appartement;73;3
;19;AV;MARECHAL FOCH;39,05;Appartement;37;2
;89;AV;MARECHAL FOCH;80,17;Appartement;36;3
;5;PL;ST PIERRE LATOUR;230,1;Appartement;250;7
;52;BD;ST LOUIS;34,77;Appartement;41;1
;9041;AV;DU VAL DU RIOU;84,98;Appartement;86;4
;11;RUE;DE LA GAZELLE;91,72;Appartement;98;3
;55;AV;MARECHAL FOCH;48,59;Appartement;48;2
;21;PL;DU MARCHE COUVERT;45,27;Appartement;57;2
;16;RTE;DE JONZIEUX;70,31;Appartement;65;3
;8;RUE;MARCEAU;69,11;Appartement;67;4
;18;RUE;BONNE GARDE;47,34;Appartement;47;2
;1;RUE;RECTEUR SCHMITT;28,47;Appartement;28;1
;28;RUE;DE LA ROSIERE D ARTOIS;56,8;Appartement;53;2
;2;IMP;DE L HOTEL DIEU;62,88;Maison;50;1
;4;AV;ANDREE VIOLLIS;62,1;Appartement;62;3
;16;BD;BENONI GOULLIN;68,55;Appartement;65;4
;6;RUE;DE LA FOSSE;37,83;Appartement;38;2
;74;BD;DE LA PRAIRIE AU DUC;68;Appartement;62;2
;52;BD;DE L EGALITE;62,14;Appartement;64;3
;18;RUE;DE BRIORD;107,98;Appartement;106;5
;24;RUE;COPERNIC;153,37;Appartement;160;6
;47;RUE;DE LA GARE;42,69;Appartement;42;2
;3;RUE;CHARLES BRUNELLIERE;92,55;Appartement;90;4
;41;AV;DE LA BRANCHOIRE;134,75;Maison;100;6
;18;RUE;GAETAN RONDEAU;85,5;Appartement;85;4
;2;RUE;DU MOULIN NEUF;62,6;Appartement;61;3
;3;RUE;DES PATURES;29,94;Appartement;35;1
;56;RUE;JEAN MARIE DESBROSSES;79,14;Appartement;91;3
;35;RUE;BOUGAINVILLE;24,64;Appartement;26;1
;1;RUE;DE L ARDECHE;103,79;Appartement;94;5
;6;RUE;JEAN PAUL SARTRE;61,06;Appartement;60;3
;14;RUE;DE JEMMAPES;32,54;Appartement;32;1
;3;PL;DE LA MONNAIE;14,9;Appartement;179;6
;2;RUE;GRETRY;66,87;Appartement;67;3
;1;PAS;ANDRE CRETAUX;71,33;Appartement;75;4
;7;AV;DU SEXTANT;80;Appartement;80;4
;3;RUE;DE POLYMNIE;64,13;Appartement;63;3
;9;RUE;DU DOCTEUR ALFRED CORLAY;73,8;Appartement;74;4
;63;RUE;DUFOUR;20,86;Appartement;38;2
;98;RUE;PAUL BELLAMY;16,18;Appartement;26;2
;4;ALL;BALTARD;18,43;Appartement;18;1
;148;RUE;JONCOURS;132,53;Maison;100;6
;17;RUE;DOBREE;67,52;Appartement;67;3
;13;ALL;DE L ERDRE;75,9;Appartement;76;4
;54;RUE;DU CROISSANT;80,1;Appartement;78;4
;8;ALL;D ORLEANS;56,5;Appartement;52;2
;4;RUE;LAVOISIER;45,22;Appartement;45;2
;151;RTE;DE VANNES;59,53;Appartement;60;2
;32;RUE;MARIE ANNE DU BOCCAGE;95,75;Appartement;95;3
;2;RUE;LOUIS GUILLOUX;75,1;Appartement;77;4
;66;RUE;VINCENT AURIOL;50,53;Appartement;50;2
;2;RUE;GITON;15,76;Appartement;18;1
;8;RUE;LOUIS GUILLOUX;49,2;Appartement;51;2
;3;RUE;DE POLYMNIE;43,31;Appartement;42;2
;11;RUE;DES CIVELLES;16,57;Appartement;26;2
;13;RUE;D ORLEANS;154,89;Appartement;160;4
;18;RUE;FRANKLIN;64,52;Appartement;64;3
;30;BD;BABIN CHEVAYE;73,67;Appartement;73;3
;17;RUE;DES REFORMES;38,25;Appartement;39;2
;30;BD;ALBERT EINSTEIN;19,67;Appartement;19;1
;16;RUE;DE LA PELLETERIE;28,41;Appartement;35;2
;114;RUE;DES RENARDIERES;44,18;Appartement;43;2
;1;VEN;DU THOUET;74,2;Appartement;74;4
;108;BD;DES BELGES;26,87;Appartement;27;1
;5;AV;DE LA BARAUDIERE;71,85;Appartement;70;4
;24;RUE;DE LA FOSSE;23,3;Appartement;30;2
;6;RUE;LOUIS GUILLOUX;64,4;Appartement;65;3
;37;RUE;DE LA RIVETERIE;74,2;Appartement;72;4
;54;RUE;DU CROISSANT;80,9;Appartement;78;4
;38;AV;DE LA CONCORDE;114,37;Maison;118;6
;3;RUE;DES PATURES;31,88;Appartement;35;2
;52;RUE;DU CROISSANT;48,4;Appartement;44;2
;12;RUE;OUCHE DE VERSAILLES;41,24;Appartement;41;2
;22;RUE;BABONEAU;191,3;Maison;181;7
;76;RUE;DU BOUILLON;83,25;Appartement;83;4
;16;RUE;PIERRE BEREGOVOY;67,5;Appartement;67;3
;13;RUE;EUGENE PERGELINE;47,46;Appartement;48;2
;38;RUE;DU COUDRAY;66,1;Appartement;64;4
;12;RUE;DES CARNAVALIERS;59,08;Appartement;60;3
;26;RUE;EUGENE ET LEONCIE KERIVEL;66,03;Appartement;66;3
;13;BD;ROBERT SCHUMAN;18,14;Appartement;19;1
;16;AV;AMBROISE PARE;72,5;Appartement;73;3
;4;RUE;JULES LAUNAY;34,43;Appartement;35;2
;33;RUE;FELIX FAURE;47,89;Appartement;45;2
;23;RUE;DE CAHORS;66,74;Appartement;67;3
;20;RUE;EUGENE TESSIER;68;Appartement;73;3
;55;RUE;JEAN EMILE LABOUREUR;18,08;Appartement;18;1
;10;RUE;LA TOUR D AUVERGNE;19,7;Appartement;19;1
;2;RUE;DE BARBEZIEUX;80,6;Appartement;81;4
;104;RUE;DU CORPS DE GARDE;49,16;Appartement;49;2
;2;SQ;DES ROCHELLETS;66,95;Appartement;66;3
;4;RUE;JEANNE D ARC;73,37;Appartement;70;3
;2;RUE;JEAN JAURES;68,61;Appartement;68;3
;105;RUE;D ALLONVILLE;20,94;Appartement;13;1
;46;QUAI;MAGELLAN;19,18;Appartement;19;1
;5;RUE;DE PORT LA BLANCHE;42,18;Appartement;42;2
;28;RUE;DES GARENNES;42,68;Appartement;42;2
;104;RUE;DU CORPS DE GARDE;65,5;Appartement;65;3
;17;RUE;DOBREE;39,47;Appartement;38;1
;12;RUE;DE L ABBAYE;17,66;Appartement;19;1
;30;BD;BABIN CHEVAYE;68,04;Appartement;67;3
;14;RUE;DE LA BOULOGNE;55,7;Appartement;55;2
;6;RUE;DE LA BACLERIE;43,66;Appartement;48;2
;8;AV;D HOEDIC;77,48;Maison;77;4
